"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ","not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ",0.9022384881973267,0.9022384881973267,0,0,1,1,"Skipped"
"a by-the-numbers effort that [[wo]] n't do much to [[enhance]] the franchise . ","a by-the-numbers effort that [[am]] n't do much to [[grew]] the franchise . ",0.01346820592880249,0.7973659038543701,0,1,0,75,"Successful"
"an occasionally funny , but overall [[limp]] , fish-out-of-water story . ","an occasionally funny , but overall [[gentle]] , fish-out-of-water story . ",0.2394348382949829,0.9238526821136475,0,1,0,25,"Successful"
"[[brilliantly]] [[explores]] the conflict between following one 's [[heart]] and following the demands of tradition . ","[[neatly]] [[analysis]] the conflict between following one 's [[crux]] and following the demands of tradition . ",0.0002930760383605957,0.028155267238616943,1,1,1,80,"Failed"
"despite the 2-d animation , the wild thornberrys movie makes for a [[surprisingly]] [[cinematic]] experience . ","despite the 2-d animation , the wild thornberrys movie makes for a [[terribly]] [[moviemaking]] experience . ",0.0007823705673217773,0.3115561604499817,1,1,1,80,"Failed"
"it [[appears]] that something has been [[lost]] in the translation to the [[screen]] . ","it [[demonstrates]] that something has been [[confiscated]] in the translation to the [[screens]] . ",0.001316845417022705,0.977016270160675,0,1,0,80,"Successful"
"it all feels [[like]] a monty python sketch gone horribly [[wrong]] . ","it all feels [[adore]] a monty python sketch gone horribly [[defective]] . ",0.0018108487129211426,0.8212015628814697,0,1,0,34,"Successful"
"the film [[tunes]] into a grief that could lead a man across [[centuries]] . ","the film [[riff]] into a grief that could lead a man across [[aged]] . ",0.01738762855529785,0.980414092540741,1,0,1,68,"Successful"
"[[dazzles]] with its fully-written [[characters]] , its [[determined]] stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","[[amazes]] with its fully-written [[specifics]] , its [[forceful]] stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",0.008324146270751953,0.7859397530555725,1,0,1,78,"Successful"
"it 's a [[work]] by an artist so in control of both his medium and his message that he can improvise like a jazzman . ","it 's a [[labor]] by an artist so in control of both his medium and his message that he can improvise like a jazzman . ",0.013074517250061035,0.9232357144355774,1,0,1,69,"Successful"
"it 's the chemistry between the women and the droll scene-stealing [[wit]] and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' [[fun]] . ","it 's the chemistry between the women and the droll scene-stealing [[esprit]] and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' [[distracting]] . ",0.002251565456390381,0.1483195424079895,1,1,1,80,"Failed"
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ","stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0.9633059501647949,0.9633059501647949,1,1,0,1,"Skipped"
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ","a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0.9638041257858276,0.9638041257858276,0,0,1,1,"Skipped"
"huston nails both the glad-handing and the choking [[sense]] of hollow [[despair]] . ","huston nails both the glad-handing and the choking [[logic]] of hollow [[futility]] . ",0.016206681728363037,0.6891620755195618,1,0,1,80,"Successful"
"one of the more [[intelligent]] children 's [[movies]] to hit theaters this year . ","one of the more [[logical]] children 's [[filmmaking]] to hit theaters this year . ",0.0014235973358154297,0.03450798988342285,1,1,1,80,"Failed"
"the film tries too [[hard]] to be funny and [[tries]] too hard to be hip . ","the film tries too [[fierce]] to be funny and [[yearn]] too hard to be hip . ",0.00738525390625,0.5595366954803467,0,1,0,80,"Successful"
"blanchett 's [[performance]] confirms her [[power]] once again . ","blanchett 's [[enforcement]] confirms her [[energies]] once again . ",0.002931535243988037,0.8419913053512573,1,0,1,75,"Successful"
"if you believe any of this , i can make you a real deal on [[leftover]] enron [[stock]] that will double in value a week from friday . ","if you believe any of this , i can make you a real deal on [[filth]] enron [[exchanges]] that will double in value a week from friday . ",0.03887748718261719,0.12687325477600098,0,0,0,80,"Failed"
"[[attempts]] by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ","[[strives]] by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ",0.004417121410369873,0.7461549043655396,0,1,0,52,"Successful"
"no one but a [[convict]] guilty of some truly [[heinous]] crime should have to sit through the master of disguise . ","no one but a [[conviction]] guilty of some truly [[frightful]] crime should have to sit through the master of disguise . ",0.009791731834411621,0.0355951189994812,0,0,0,80,"Failed"
"rarely has so much [[money]] delivered so little entertainment . ","rarely has so much [[silver]] delivered so little entertainment . ",0.046565353870391846,0.5450431108474731,0,1,0,41,"Successful"
"taylor appears to have [[blown]] his entire budget on soundtrack rights and had nothing left over for [[jokes]] . ","taylor appears to have [[fused]] his entire budget on soundtrack rights and had nothing left over for [[giggle]] . ",0.004072010517120361,0.6004671454429626,0,1,0,80,"Successful"
"`` the time [[machine]] '' is a [[movie]] that has no [[interest]] in itself . ","`` the time [[team]] '' is a [[cinematography]] that has no [[beware]] in itself . ",1.4662742614746094e-05,0.643977165222168,0,1,0,80,"Successful"
"a rarity among recent iranian films : it 's a comedy full of [[gentle]] humor that chides the absurdity of its protagonist 's plight . ","a rarity among recent iranian films : it 's a comedy full of [[limp]] humor that chides the absurdity of its protagonist 's plight . ",0.003174304962158203,0.7097328901290894,1,0,1,49,"Successful"
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ","/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0.9112491607666016,0.9112491607666016,1,1,0,1,"Skipped"
"the very definition of the ` small ' movie , but it is a [[good]] stepping stone for [[director]] sprecher . ","the very definition of the ` small ' movie , but it is a [[proper]] stepping stone for [[administrator]] sprecher . ",0.008468210697174072,0.7617815732955933,1,0,1,71,"Successful"
"it 's like every [[bad]] idea that 's ever gone into an after-school special [[compiled]] in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like every [[wicked]] idea that 's ever gone into an after-school special [[collating]] in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.011176049709320068,0.5189092755317688,0,1,0,80,"Successful"
"chilling , well-acted , and [[finely]] directed : david jacobson 's dahmer . ","chilling , well-acted , and [[neatly]] directed : david jacobson 's dahmer . ",0.29929906129837036,0.5588224530220032,1,0,1,48,"Successful"
"it ca n't [[decide]] if it [[wants]] to be a mystery/thriller , a romance or a comedy . ","it ca n't [[choosing]] if it [[yearnings]] to be a mystery/thriller , a romance or a comedy . ",0.03978675603866577,0.5257681608200073,0,1,0,80,"Successful"
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ","paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0.8094291090965271,0.8094291090965271,1,1,0,1,"Skipped"
"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition [[chess]] game and the regime 's talking-head survivors . ","a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition [[inability]] game and the regime 's talking-head survivors . ",0.37558799982070923,0.683967113494873,1,0,1,55,"Successful"
"it 's played in the most straight-faced fashion , with little humor to lighten things up . ","it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0.75795978307724,0.75795978307724,1,1,0,1,"Skipped"
"a [[dumb]] movie with dumb characters doing dumb things and you have to be really [[dumb]] not to see where this is going . ","a [[punchy]] movie with dumb characters doing dumb things and you have to be really [[daft]] not to see where this is going . ",4.780292510986328e-05,0.22816872596740723,0,0,0,80,"Failed"
"with [[virtually]] no [[interesting]] elements for an audience to focus on , chelsea [[walls]] is a triple-espresso endurance challenge . ","with [[broadly]] no [[curious]] elements for an audience to focus on , chelsea [[barricades]] is a triple-espresso endurance challenge . ",0.010618925094604492,0.6606140732765198,0,1,0,80,"Successful"
"dense with characters and contains some [[thrilling]] [[moments]] . ","dense with characters and contains some [[hallucinatory]] [[minutes]] . ",0.00042372941970825195,0.9799222946166992,1,0,1,66,"Successful"
"as unseemly as its title suggests . ","as unseemly as its title suggests . ",0.9993898272514343,0.9993898272514343,0,0,1,1,"Skipped"
"it 's like watching a [[nightmare]] made flesh . ","it 's like watching a [[dreams]] made flesh . ",0.1592608094215393,0.515034556388855,0,1,0,26,"Successful"
"minority report is exactly what the title indicates , a report . ","minority report is exactly what the title indicates , a report . ",0.5419917702674866,0.5419917702674866,0,0,1,1,"Skipped"
"it 's hard to like a film about a guy who is [[utterly]] unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's hard to like a film about a guy who is [[totally]] unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0.016740024089813232,0.5032035112380981,0,1,0,80,"Successful"
"an [[entertaining]] , colorful , action-filled crime [[story]] with an intimate [[heart]] . ","an [[distract]] , colorful , action-filled crime [[myths]] with an intimate [[cardiac]] . ",6.4373016357421875e-06,0.01988619565963745,1,1,1,80,"Failed"
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls [[deserves]] a medal . ","for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls [[merited]] a medal . ",0.027414441108703613,0.8489969372749329,1,0,1,36,"Successful"
"it just may [[inspire]] a few younger moviegoers to read stevenson 's book , which is a [[treasure]] in and of itself . ","it just may [[induce]] a few younger moviegoers to read stevenson 's book , which is a [[babe]] in and of itself . ",0.0028119683265686035,0.35299885272979736,1,1,1,80,"Failed"
"[[basically]] a [[static]] series of semi-improvised ( and semi-coherent ) raps between the stars . ","[[importantly]] a [[unchanged]] series of semi-improvised ( and semi-coherent ) raps between the stars . ",0.0001690387725830078,0.7224368453025818,0,1,0,70,"Successful"
"... with `` the bourne identity '' we return to the more traditional action genre . ","... with `` the bourne identity '' we return to the more traditional action genre . ",0.8336777687072754,0.8336777687072754,0,0,1,1,"Skipped"
"it 's so [[good]] that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie [[adaptation]] . ","it 's so [[adequate]] that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie [[adjusting]] . ",0.017353355884552002,0.2075512409210205,1,1,1,80,"Failed"
"[[chokes]] on its own depiction of upper-crust decorum . ","[[shoves]] on its own depiction of upper-crust decorum . ",0.07366573810577393,0.9244619011878967,0,1,0,12,"Successful"
"while there 's something intrinsically [[funny]] about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ","while there 's something intrinsically [[comical]] about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",0.25286364555358887,0.6415243148803711,1,0,1,54,"Successful"
"a [[rewarding]] [[work]] of art for only the most patient and challenge-hungry moviegoers . ","a [[recompense]] [[collaborators]] of art for only the most patient and challenge-hungry moviegoers . ",0.0002948641777038574,0.030020475387573242,1,1,1,80,"Failed"
"[[directed]] in a paint-by-numbers manner . ","[[styled]] in a paint-by-numbers manner . ",0.22878241539001465,0.8532645106315613,0,1,0,53,"Successful"
"k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ","k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ",0.7350640296936035,0.7350640296936035,1,1,0,1,"Skipped"
"at its best , queen is campy [[fun]] like the vincent price horror classics of the '60s . ","at its best , queen is campy [[distracting]] like the vincent price horror classics of the '60s . ",0.00795280933380127,0.8431200385093689,1,0,1,55,"Successful"
"it 's a much more emotional journey than what shyamalan has [[given]] [[us]] in his past two movies , and gibson , stepping in for bruce willis , is the [[perfect]] actor to take us on the trip . ","it 's a much more emotional journey than what shyamalan has [[awarded]] [[we]] in his past two movies , and gibson , stepping in for bruce willis , is the [[omniscient]] actor to take us on the trip . ",0.01001429557800293,0.12943118810653687,1,1,1,80,"Failed"
"the [[quality]] of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or [[syrupy]] . ","the [[caliber]] of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or [[tangy]] . ",0.0006665587425231934,0.011962294578552246,1,1,1,80,"Failed"
"[[cool]] ? ","[[cold]] ? ",0.0013256072998046875,0.9989733099937439,1,0,1,27,"Successful"
"[[deliriously]] [[funny]] , fast and loose , accessible to the uninitiated , and full of [[surprises]] ","[[hideously]] [[odd]] , fast and loose , accessible to the uninitiated , and full of [[stupor]] ",0.00018364191055297852,0.9515548348426819,1,0,1,80,"Successful"
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be [[posing]] , [[rather]] than [[acting]] . ","even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be [[parading]] , [[abundantly]] than [[behaved]] . ",0.04583936929702759,0.8648874759674072,0,1,0,65,"Successful"
"the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ","the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ",0.9833696484565735,0.9833696484565735,1,1,0,1,"Skipped"
"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and knows the form 's history . ","at a time when half the so-called real movies are little more than live-action cartoons , it 's [[freshening]] to see a cartoon that knows what it is , and knows the form 's history . ",0.038920462131500244,0.7572833895683289,1,0,1,64,"Successful"
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a [[joyful]] effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit [[soaring]] out of the theater . ","the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a [[thankfully]] effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit [[ascending]] out of the theater . ",0.00032520294189453125,0.003602325916290283,1,1,1,80,"Failed"
"jones ... does [[offer]] a brutal form of charisma . ","jones ... does [[render]] a brutal form of charisma . ",0.006426393985748291,0.9590344429016113,1,0,1,59,"Successful"
"its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so [[conspicuously]] lacks . ","its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so [[strikingly]] lacks . ",0.13814270496368408,0.545332670211792,0,1,0,75,"Successful"
"travels a [[fascinating]] arc from [[hope]] and [[euphoria]] to reality and disillusionment . ","travels a [[tempting]] arc from [[expecting]] and [[emotion]] to reality and disillusionment . ",0.0024595260620117188,0.4293811321258545,1,1,1,80,"Failed"
"serving sara [[does]] n't [[serve]] up a whole lot of laughs . ","serving sara [[gonna]] n't [[respond]] up a whole lot of laughs . ",0.009894311428070068,0.7312011122703552,0,1,0,57,"Successful"
"the sort of film that makes me [[miss]] hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ","the sort of film that makes me [[failed]] hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",0.00292205810546875,0.8109184503555298,1,0,1,57,"Successful"
"[[fun]] , flip and terribly [[hip]] bit of cinematic entertainment . ","[[distracting]] , flip and terribly [[peep]] bit of cinematic entertainment . ",0.014948487281799316,0.8382662534713745,1,0,1,49,"Successful"
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ","the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0.8248050808906555,0.8248050808906555,1,1,0,1,"Skipped"
"the wild thornberrys [[movie]] is a [[jolly]] [[surprise]] . ","the wild thornberrys [[photographed]] is a [[fortunately]] [[baffling]] . ",3.170967102050781e-05,0.014809072017669678,1,1,1,80,"Failed"
"[[entertains]] by providing [[good]] , lively company . ","[[confuses]] by providing [[exemplary]] , lively company . ",4.410743713378906e-06,0.5668550133705139,1,0,1,49,"Successful"
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's [[finest]] work . ","a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's [[hardest]] work . ",0.007872939109802246,0.5882575511932373,1,0,1,47,"Successful"
"what was once original has been co-opted so frequently that it now seems [[pedestrian]] . ","what was once original has been co-opted so frequently that it now seems [[passerby]] . ",0.04596322774887085,0.9438731670379639,0,1,0,16,"Successful"
"the [[story]] and [[structure]] are well-honed . ","the [[annals]] and [[institution]] are well-honed . ",0.09178245067596436,0.48522573709487915,1,1,1,69,"Failed"
"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an [[absolutely]] [[riveting]] conviction to her role . ","macdowell , whose wifty southern charm has anchored lighter affairs ... brings an [[altogether]] [[baffling]] conviction to her role . ",8.928775787353516e-05,0.14092391729354858,1,1,1,80,"Failed"
"an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in [[execution]] . ","an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in [[executing]] . ",0.04123038053512573,0.5619748830795288,1,0,1,50,"Successful"
"the second coming of harry [[potter]] is a film [[far]] [[superior]] to its [[predecessor]] . ","the second coming of harry [[bears]] is a film [[heavily]] [[senior]] to its [[replace]] . ",0.003034532070159912,0.6131683588027954,1,0,1,80,"Successful"
"if you can stomach the rough content , it 's [[worth]] checking out for the [[performances]] alone . ","if you can stomach the rough content , it 's [[actionable]] checking out for the [[spectacle]] alone . ",0.22011280059814453,0.6597051024436951,1,0,1,34,"Successful"
"a warm , [[funny]] , [[engaging]] film . ","a warm , [[distracting]] , [[hire]] film . ",1.0728836059570312e-06,0.038959503173828125,1,1,1,80,"Failed"
"i 'll bet the video game is a lot more fun than the film . ","i 'll bet the video game is a lot more fun than the film . ",0.7881931066513062,0.7881931066513062,1,1,0,1,"Skipped"
"the [[best]] film about baseball to hit theaters since field of dreams . ","the [[preferable]] film about baseball to hit theaters since field of dreams . ",0.00021773576736450195,0.710643470287323,1,0,1,49,"Successful"
"it is great summer fun to watch arnold and his buddy gerald [[bounce]] off a [[quirky]] cast of characters . ","it is great summer fun to watch arnold and his buddy gerald [[jumps]] off a [[screwy]] cast of characters . ",0.0006673932075500488,0.4205406904220581,1,1,1,80,"Failed"
"complete [[lack]] of originality , cleverness or even visible effort ","complete [[rarity]] of originality , cleverness or even visible effort ",0.0006774663925170898,0.8796505928039551,0,1,0,60,"Successful"
"[[awesome]] creatures , [[breathtaking]] scenery , and epic battle scenes add up to another ` [[spectacular]] spectacle . ' ","[[formidable]] creatures , [[whopping]] scenery , and epic battle scenes add up to another ` [[dramatic]] spectacle . ' ",3.814697265625e-05,0.0021160244941711426,1,1,1,80,"Failed"
"all-in-all , the film is an [[enjoyable]] and frankly told [[tale]] of a people who live among us , but not [[necessarily]] with us . ","all-in-all , the film is an [[palatable]] and frankly told [[conte]] of a people who live among us , but not [[continuously]] with us . ",0.003163576126098633,0.45509088039398193,1,1,1,80,"Failed"
"hit and [[miss]] as far as the comedy goes and a big ole ' miss in the way of story . ","hit and [[fraulein]] as far as the comedy goes and a big ole ' miss in the way of story . ",0.10156553983688354,0.6447259783744812,0,1,0,56,"Successful"
"too [[much]] of it [[feels]] unfocused and [[underdeveloped]] . ","too [[sizable]] of it [[scent]] unfocused and [[unexplored]] . ",9.644031524658203e-05,0.09414398670196533,0,0,0,62,"Failed"
"a deep and [[meaningful]] [[film]] . ","a deep and [[cannot]] [[cameraman]] . ",7.62939453125e-05,0.9862664341926575,1,0,1,80,"Successful"
"but it could have been [[worse]] . ","but it could have been [[toughest]] . ",0.022596538066864014,0.9634996056556702,0,1,0,33,"Successful"
"that 's pure pr hype . ","that 's pure pr hype . ",0.8852323889732361,0.8852323889732361,1,1,0,1,"Skipped"
"a painfully funny ode to bad behavior . ","a painfully funny ode to bad behavior . ",0.5703883171081543,0.5703883171081543,0,0,1,1,"Skipped"
"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ","you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",0.8971081972122192,0.8971081972122192,0,0,1,1,"Skipped"
"liotta put on 30 pounds for the role , and has completely [[transformed]] himself from his smooth , goodfellas image . ","liotta put on 30 pounds for the role , and has completely [[turned]] himself from his smooth , goodfellas image . ",0.10249418020248413,0.6237779855728149,1,0,1,67,"Successful"
"a [[beguiling]] splash of pastel colors and prankish comedy from disney . ","a [[languid]] splash of pastel colors and prankish comedy from disney . ",0.004644274711608887,0.9869325160980225,1,0,1,46,"Successful"
"it proves quite [[compelling]] as an intense , brooding character study . ","it proves quite [[unconvincing]] as an intense , brooding character study . ",0.00017946958541870117,0.8088498115539551,1,0,1,42,"Successful"
"an [[unwise]] amalgam of broadcast news and vibes . ","an [[judicious]] amalgam of broadcast news and vibes . ",0.052303433418273926,0.9999570846557617,0,1,0,55,"Successful"
"utterly [[lacking]] in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ","utterly [[inadequacy]] in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ",4.6372413635253906e-05,0.515123724937439,0,1,0,64,"Successful"
"and that leaves a [[hole]] in the center of the salton sea . ","and that leaves a [[aperture]] in the center of the salton sea . ",0.19894278049468994,0.9908510446548462,0,1,0,37,"Successful"
"the chateau cleverly probes the cross-cultural [[differences]] between gauls and yanks . ","the chateau cleverly probes the cross-cultural [[disagree]] between gauls and yanks . ",0.005982041358947754,0.38789254426956177,1,1,1,80,"Failed"
"broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ","broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ",0.9430001974105835,0.9430001974105835,0,0,1,1,"Skipped"
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",0.7404958009719849,0.7404958009719849,0,0,1,1,"Skipped"
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a [[great]] adventure . ","what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a [[gargantuan]] adventure . ",5.245208740234375e-05,9.143352508544922e-05,1,1,1,80,"Failed"
"with the [[exception]] of some fleetingly amusing improvisations by cedric the [[entertainer]] as perry 's boss , there is n't a redeeming moment here . ","with the [[absolved]] of some fleetingly amusing improvisations by cedric the [[artistry]] as perry 's boss , there is n't a redeeming moment here . ",0.00018423795700073242,0.053279757499694824,0,0,0,80,"Failed"
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets [[terrific]] performances from them all . ","having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets [[grandiose]] performances from them all . ",0.0018928050994873047,0.5289251208305359,1,0,1,70,"Successful"
"... a [[boring]] parade of talking heads and technical [[gibberish]] that will do little to advance the linux cause . ","... a [[grim]] parade of talking heads and technical [[inscrutable]] that will do little to advance the linux cause . ",0.00010859966278076172,0.006699681282043457,0,0,0,80,"Failed"
"it 's of the quality of a lesser harrison ford movie - six days , seven nights , [[maybe]] , or that dreadful sabrina remake . ","it 's of the quality of a lesser harrison ford movie - six days , seven nights , [[conceivably]] , or that dreadful sabrina remake . ",0.27461689710617065,0.545443594455719,0,1,0,79,"Successful"
"if you [[enjoy]] more thoughtful comedies with [[interesting]] conflicted characters ; this one is for you . ","if you [[have]] more thoughtful comedies with [[outlandish]] conflicted characters ; this one is for you . ",0.0019955039024353027,0.08445769548416138,1,1,1,80,"Failed"
"the most [[hopelessly]] [[monotonous]] film of the year , noteworthy only for the gimmick of being filmed as a [[single]] unbroken 87-minute take . ","the most [[lethally]] [[bummer]] film of the year , noteworthy only for the gimmick of being filmed as a [[peculiar]] unbroken 87-minute take . ",0.004855751991271973,0.10380721092224121,0,0,0,80,"Failed"
"it [[deserves]] to be seen by anyone with even a passing interest in the events shaping the [[world]] beyond their own horizons . ","it [[deserve]] to be seen by anyone with even a passing interest in the events shaping the [[worldwide]] beyond their own horizons . ",0.032196044921875,0.8652503490447998,1,0,1,40,"Successful"
"in an effort , i [[suspect]] , not to offend by appearing either too [[serious]] or too lighthearted , it offends by just being wishy-washy . ","in an effort , i [[suspicion]] , not to offend by appearing either too [[grievous]] or too lighthearted , it offends by just being wishy-washy . ",0.11156970262527466,0.2909385561943054,0,0,0,80,"Failed"
"no [[way]] i can believe this load of [[junk]] . ","no [[lane]] i can believe this load of [[dope]] . ",0.004088759422302246,0.3364902138710022,0,0,0,80,"Failed"
"there is a fabric of complex ideas here , and feelings that [[profoundly]] [[deepen]] them . ","there is a fabric of complex ideas here , and feelings that [[severely]] [[accentuate]] them . ",0.00031256675720214844,0.43949586153030396,1,1,1,80,"Failed"
"this tenth feature is a big deal , indeed -- at least the third-best , and [[maybe]] even a [[notch]] above the previous runner-up , nicholas meyer 's star [[trek]] [[vi]] : the undiscovered country . ","this tenth feature is a big deal , indeed -- at least the third-best , and [[allegedly]] even a [[furrow]] above the previous runner-up , nicholas meyer 's star [[trekking]] [[ninth]] : the undiscovered country . ",0.012567877769470215,0.13873493671417236,1,1,1,80,"Failed"
"not only unfunny , but downright [[repellent]] . ","not only unfunny , but downright [[shocking]] . ",0.30796343088150024,0.9261381030082703,0,1,0,37,"Successful"
"works [[hard]] to establish rounded characters , but then [[has]] nothing [[fresh]] or particularly interesting to say about them . ","works [[intensely]] to establish rounded characters , but then [[enjoy]] nothing [[soft]] or particularly interesting to say about them . ",0.010380923748016357,0.8562549948692322,0,1,0,48,"Successful"
"just one [[bad]] [[idea]] after another . ","just one [[adverse]] [[insights]] after another . ",0.001223146915435791,0.9864820837974548,0,1,0,80,"Successful"
"... turns so unforgivably trite in its last 10 [[minutes]] that anyone without a [[fortified]] sweet tooth [[will]] likely [[go]] into sugar shock . ","... turns so unforgivably trite in its last 10 [[moments]] that anyone without a [[spiked]] sweet tooth [[longing]] likely [[budge]] into sugar shock . ",0.0019462108612060547,0.048213303089141846,0,0,0,80,"Failed"
"his comedy premises are often hackneyed or just [[plain]] [[crude]] , [[calculated]] to provoke shocked laughter , without following up on a deeper level . ","his comedy premises are often hackneyed or just [[unadulterated]] [[bruto]] , [[computed]] to provoke shocked laughter , without following up on a deeper level . ",0.012193262577056885,0.5311151146888733,0,1,0,71,"Successful"
"( næs ) directed the stage version of elling , and gets [[fine]] performances from his two leads who originated the characters on stage . ","( næs ) directed the stage version of elling , and gets [[okay]] performances from his two leads who originated the characters on stage . ",0.0009157657623291016,0.5118916630744934,1,0,1,66,"Successful"
"a swashbuckling [[tale]] of [[love]] , betrayal , revenge and above all , [[faith]] . ","a swashbuckling [[annals]] of [[honey]] , betrayal , revenge and above all , [[dogma]] . ",0.0005724430084228516,0.03064960241317749,1,1,1,80,"Failed"
"for movie [[lovers]] as well as opera lovers , tosca is a [[real]] treat . ","for movie [[groupies]] as well as opera lovers , tosca is a [[concrete]] treat . ",0.00015664100646972656,0.9374931454658508,1,0,1,61,"Successful"
"the [[film]] is [[quiet]] , threatening and [[unforgettable]] . ","the [[footage]] is [[appease]] , threatening and [[significant]] . ",0.0018388628959655762,0.7266417741775513,1,0,1,80,"Successful"
"there is no [[pleasure]] in watching a child suffer . ","there is no [[placing]] in watching a child suffer . ",0.02127283811569214,0.09435123205184937,0,0,0,80,"Failed"
