"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ","not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ",0.8983829021453857,0.8983829021453857,0,0,1,1,"Skipped"
"a by-the-numbers effort that [[wo]] n't do much to enhance the franchise . ","a by-the-numbers effort that [[am]] n't do much to enhance the franchise . ",0.016309082508087158,0.514407753944397,0,1,0,25,"Successful"
"an occasionally funny , but overall [[limp]] , fish-out-of-water story . ","an occasionally funny , but overall [[gentle]] , fish-out-of-water story . ",0.20530831813812256,0.8668060302734375,0,1,0,25,"Successful"
"[[brilliantly]] [[explores]] the conflict between following one 's [[heart]] and following the demands of tradition . ","[[neatly]] [[analysis]] the conflict between following one 's [[crux]] and following the demands of tradition . ",0.0003362894058227539,0.029474854469299316,1,1,1,80,"Failed"
"despite the 2-d animation , the wild thornberrys movie makes for a [[surprisingly]] [[cinematic]] experience . ","despite the 2-d animation , the wild thornberrys movie makes for a [[terribly]] [[moviemaking]] experience . ",0.000797569751739502,0.27724337577819824,1,1,1,80,"Failed"
"it [[appears]] that something has been [[lost]] in the translation to the [[screen]] . ","it [[demonstrates]] that something has been [[confiscated]] in the translation to the [[screens]] . ",0.0013117194175720215,0.9732167720794678,0,1,0,80,"Successful"
"it all feels [[like]] a monty python sketch gone horribly [[wrong]] . ","it all feels [[adore]] a monty python sketch gone horribly [[defective]] . ",0.00163191556930542,0.8331977725028992,0,1,0,34,"Successful"
"the film tunes into a grief that could lead a man across [[centuries]] . ","the film tunes into a grief that could lead a man across [[aged]] . ",0.018343985080718994,0.5001718997955322,1,0,1,21,"Successful"
"[[dazzles]] with its fully-written [[characters]] , its [[determined]] stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","[[amazes]] with its fully-written [[specifics]] , its [[forceful]] stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ",0.008583605289459229,0.8148176670074463,1,0,1,78,"Successful"
"it 's a [[work]] by an artist so in control of both his medium and his message that he can improvise like a jazzman . ","it 's a [[labor]] by an artist so in control of both his medium and his message that he can improvise like a jazzman . ",0.012699782848358154,0.916018545627594,1,0,1,69,"Successful"
"it 's the chemistry between the women and the droll scene-stealing [[wit]] and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' [[fun]] . ","it 's the chemistry between the women and the droll scene-stealing [[esprit]] and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' [[distracting]] . ",0.0021640658378601074,0.162095308303833,1,1,1,80,"Failed"
"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ","stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ",0.9603053331375122,0.9603053331375122,1,1,0,1,"Skipped"
"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ","a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",0.9687881469726562,0.9687881469726562,0,0,1,1,"Skipped"
"huston nails both the glad-handing and the choking [[sense]] of hollow [[despair]] . ","huston nails both the glad-handing and the choking [[logic]] of hollow [[futility]] . ",0.015153169631958008,0.6602036952972412,1,0,1,80,"Successful"
"one of the more [[intelligent]] children 's movies to hit [[theaters]] this year . ","one of the more [[logical]] children 's movies to hit [[film]] this year . ",0.0016472339630126953,0.07649314403533936,1,1,1,80,"Failed"
"the film tries too [[hard]] to be funny and [[tries]] too hard to be hip . ","the film tries too [[fierce]] to be funny and [[endeavour]] too hard to be hip . ",0.007708728313446045,0.16858696937561035,0,0,0,80,"Failed"
"blanchett 's [[performance]] confirms her [[power]] once again . ","blanchett 's [[enforcement]] confirms her [[energies]] once again . ",0.0034050345420837402,0.8841593265533447,1,0,1,75,"Successful"
"if you believe any of this , i can make you a real deal on [[leftover]] enron [[stock]] that will double in value a week from friday . ","if you believe any of this , i can make you a real deal on [[filth]] enron [[exchanges]] that will double in value a week from friday . ",0.03834390640258789,0.12281185388565063,0,0,0,80,"Failed"
"[[attempts]] by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ","[[strives]] by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ",0.003771185874938965,0.7023807764053345,0,1,0,52,"Successful"
"no one but a [[convict]] guilty of some truly [[heinous]] crime should have to sit through the master of disguise . ","no one but a [[conviction]] guilty of some truly [[frightful]] crime should have to sit through the master of disguise . ",0.008872151374816895,0.033119261264801025,0,0,0,80,"Failed"
"rarely has so much [[money]] delivered so little entertainment . ","rarely has so much [[silver]] delivered so little entertainment . ",0.04319816827774048,0.5310437083244324,0,1,0,41,"Successful"
"taylor appears to have [[blown]] his entire budget on soundtrack rights and had nothing left over for [[jokes]] . ","taylor appears to have [[fused]] his entire budget on soundtrack rights and had nothing left over for [[giggle]] . ",0.004358053207397461,0.5572104454040527,0,1,0,80,"Successful"
"`` the time [[machine]] '' is a [[movie]] that has no [[interest]] in itself . ","`` the time [[team]] '' is a [[cinematography]] that has no [[beware]] in itself . ",1.5139579772949219e-05,0.6406400203704834,0,1,0,80,"Successful"
"a rarity among recent iranian films : it 's a comedy full of [[gentle]] humor that chides the absurdity of its protagonist 's plight . ","a rarity among recent iranian films : it 's a comedy full of [[limp]] humor that chides the absurdity of its protagonist 's plight . ",0.0029878616333007812,0.6763760447502136,1,0,1,49,"Successful"
"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ","/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0.9101907014846802,0.9101907014846802,1,1,0,1,"Skipped"
"the very definition of the ` small ' movie , but it is a [[good]] stepping stone for [[director]] sprecher . ","the very definition of the ` small ' movie , but it is a [[proper]] stepping stone for [[administrator]] sprecher . ",0.007566213607788086,0.7180145978927612,1,0,1,71,"Successful"
"it 's like every [[bad]] idea that 's ever gone into an after-school special [[compiled]] in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like every [[wicked]] idea that 's ever gone into an after-school special [[collating]] in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ",0.01302635669708252,0.5439122915267944,0,1,0,80,"Successful"
"chilling , well-acted , and [[finely]] directed : david jacobson 's dahmer . ","chilling , well-acted , and [[neatly]] directed : david jacobson 's dahmer . ",0.2898767590522766,0.5365651845932007,1,0,1,48,"Successful"
"it ca n't [[decide]] if it [[wants]] to be a mystery/thriller , a romance or a comedy . ","it ca n't [[choosing]] if it [[yearnings]] to be a mystery/thriller , a romance or a comedy . ",0.036346256732940674,0.5337137579917908,0,1,0,80,"Successful"
"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ","paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ",0.8060294985771179,0.8060294985771179,1,1,0,1,"Skipped"
"a coda in every sense , the pinochet case splits [[time]] between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","a coda in every sense , the pinochet case splits [[duration]] between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",0.36622077226638794,0.6226749420166016,1,0,1,80,"Successful"
"it 's played in the most straight-faced fashion , with little humor to lighten things up . ","it 's played in the most straight-faced fashion , with little humor to lighten things up . ",0.7728354334831238,0.7728354334831238,1,1,0,1,"Skipped"
"a [[dumb]] movie with dumb characters doing dumb things and you have to be really [[dumb]] not to see where this is going . ","a [[punchy]] movie with dumb characters doing dumb things and you have to be really [[daft]] not to see where this is going . ",4.7087669372558594e-05,0.2428467869758606,0,0,0,80,"Failed"
"with [[virtually]] no [[interesting]] elements for an audience to focus on , chelsea [[walls]] is a triple-espresso endurance challenge . ","with [[broadly]] no [[curious]] elements for an audience to focus on , chelsea [[barricades]] is a triple-espresso endurance challenge . ",0.01154947280883789,0.6629403829574585,0,1,0,80,"Successful"
"dense with characters and contains some [[thrilling]] [[moments]] . ","dense with characters and contains some [[hallucinatory]] [[minutes]] . ",0.00041562318801879883,0.9717357754707336,1,0,1,66,"Successful"
"as unseemly as its title suggests . ","as unseemly as its title suggests . ",0.9994174838066101,0.9994174838066101,0,0,1,1,"Skipped"
"it 's like watching a [[nightmare]] made flesh . ","it 's like watching a [[dreams]] made flesh . ",0.1651962399482727,0.5140666365623474,0,1,0,26,"Successful"
"minority report is exactly what the title indicates , a report . ","minority report is exactly what the title indicates , a report . ",0.5408915877342224,0.5408915877342224,0,0,1,1,"Skipped"
"it 's hard to like a film about a guy who is [[utterly]] unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ","it 's hard to like a film about a guy who is [[absolutely]] unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0.017730712890625,0.8384121060371399,0,1,0,80,"Successful"
"an [[entertaining]] , colorful , action-filled crime [[story]] with an intimate [[heart]] . ","an [[distract]] , colorful , action-filled crime [[myths]] with an intimate [[cardiac]] . ",6.198883056640625e-06,0.01741582155227661,1,1,1,80,"Failed"
"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls [[deserves]] a medal . ","for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls [[merited]] a medal . ",0.02388709783554077,0.8249174952507019,1,0,1,36,"Successful"
"it just may [[inspire]] a few younger moviegoers to read stevenson 's book , which is a [[treasure]] in and of itself . ","it just may [[induce]] a few younger moviegoers to read stevenson 's book , which is a [[babe]] in and of itself . ",0.003093898296356201,0.36879563331604004,1,1,1,80,"Failed"
"[[basically]] a [[static]] series of semi-improvised ( and semi-coherent ) raps between the stars . ","[[importantly]] a [[unchanged]] series of semi-improvised ( and semi-coherent ) raps between the stars . ",0.00016057491302490234,0.7311476469039917,0,1,0,70,"Successful"
"... with `` the bourne identity '' we return to the more traditional action genre . ","... with `` the bourne identity '' we return to the more traditional action genre . ",0.8002443313598633,0.8002443313598633,0,0,1,1,"Skipped"
"it 's so [[good]] that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ","it 's so [[adequate]] that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ",0.018504321575164795,0.16850054264068604,1,1,1,80,"Failed"
"[[chokes]] on its own depiction of upper-crust decorum . ","[[shoves]] on its own depiction of upper-crust decorum . ",0.09908324480056763,0.9302884936332703,0,1,0,12,"Successful"
"while there 's something intrinsically [[funny]] about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ","while there 's something intrinsically [[comical]] about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",0.21743643283843994,0.5972718596458435,1,0,1,54,"Successful"
"a [[rewarding]] [[work]] of art for only the most patient and challenge-hungry moviegoers . ","a [[recompense]] [[function]] of art for only the most patient and challenge-hungry moviegoers . ",0.0003472566604614258,0.030572116374969482,1,1,1,80,"Failed"
"[[directed]] in a paint-by-numbers manner . ","[[inspired]] in a paint-by-numbers manner . ",0.2122046947479248,0.8578954935073853,0,1,0,53,"Successful"
"k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ","k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ",0.7248916625976562,0.7248916625976562,1,1,0,1,"Skipped"
"at its best , queen is campy [[fun]] like the vincent price horror classics of the '60s . ","at its best , queen is campy [[distracting]] like the vincent price horror classics of the '60s . ",0.008295893669128418,0.824800968170166,1,0,1,55,"Successful"
"it 's a much more emotional journey than what shyamalan has given [[us]] in his past two movies , and gibson , stepping in for bruce willis , is the [[perfect]] actor to take us on the trip . ","it 's a much more emotional journey than what shyamalan has given [[we]] in his past two movies , and gibson , stepping in for bruce willis , is the [[omniscient]] actor to take us on the trip . ",0.010277807712554932,0.14109456539154053,1,1,1,80,"Failed"
"the [[quality]] of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or [[syrupy]] . ","the [[caliber]] of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or [[tangy]] . ",0.0007091760635375977,0.012299001216888428,1,1,1,80,"Failed"
"[[cool]] ? ","[[cold]] ? ",0.001308143138885498,0.9990092515945435,1,0,1,27,"Successful"
"[[deliriously]] [[funny]] , fast and loose , accessible to the uninitiated , and full of [[surprises]] ","[[hideously]] [[odd]] , fast and loose , accessible to the uninitiated , and full of [[stupor]] ",0.00019484758377075195,0.9526093006134033,1,0,1,80,"Successful"
"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be [[posing]] , [[rather]] than [[acting]] . ","even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be [[parading]] , [[abundantly]] than [[behaved]] . ",0.03901064395904541,0.8564052581787109,0,1,0,65,"Successful"
"the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ","the story and the friendship proceeds in such a way that you 're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships . ",0.9840198159217834,0.9840198159217834,1,1,0,1,"Skipped"
"at a time when half the so-called real movies are little more than live-action cartoons , it 's [[refreshing]] to see a cartoon that knows what it is , and knows the form 's history . ","at a time when half the so-called real movies are little more than live-action cartoons , it 's [[freshening]] to see a cartoon that knows what it is , and knows the form 's history . ",0.0393560528755188,0.7436946630477905,1,0,1,64,"Successful"
"the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a [[joyful]] effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit [[soaring]] out of the theater . ","the old-world - meets-new mesh is incarnated in the movie 's soundtrack , a [[thankfully]] effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit [[ascending]] out of the theater . ",0.0003445148468017578,0.0038957595825195312,1,1,1,80,"Failed"
"jones ... does [[offer]] a brutal form of charisma . ","jones ... does [[render]] a brutal form of charisma . ",0.0063874125480651855,0.9633973836898804,1,0,1,59,"Successful"
"its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so [[conspicuously]] lacks . ","its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so [[strikingly]] lacks . ",0.13950115442276,0.5470112562179565,0,1,0,75,"Successful"
"travels a [[fascinating]] arc from [[hope]] and [[euphoria]] to reality and disillusionment . ","travels a [[tempting]] arc from [[expecting]] and [[emotion]] to reality and disillusionment . ",0.0025550127029418945,0.400512158870697,1,1,1,80,"Failed"
"serving sara [[does]] n't [[serve]] up a whole lot of laughs . ","serving sara [[gonna]] n't [[respond]] up a whole lot of laughs . ",0.009430646896362305,0.6911762952804565,0,1,0,57,"Successful"
"the sort of film that makes me [[miss]] hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ","the sort of film that makes me [[failed]] hitchcock , but also feel optimistic that there 's hope for popular cinema yet . ",0.0031747817993164062,0.7279772758483887,1,0,1,57,"Successful"
"[[fun]] , flip and terribly [[hip]] bit of cinematic entertainment . ","[[distracting]] , flip and terribly [[peep]] bit of cinematic entertainment . ",0.020937085151672363,0.8478351831436157,1,0,1,49,"Successful"
"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ","the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0.8247933387756348,0.8247933387756348,1,1,0,1,"Skipped"
"the [[wild]] thornberrys [[movie]] is a [[jolly]] surprise . ","the [[unchecked]] thornberrys [[photographed]] is a [[fortunately]] surprise . ",3.2067298889160156e-05,0.7069224119186401,1,0,1,80,"Successful"
"[[entertains]] by providing [[good]] , lively company . ","[[confuses]] by providing [[adequate]] , lively company . ",4.291534423828125e-06,0.5481038093566895,1,0,1,49,"Successful"
"a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's [[finest]] work . ","a densely constructed , highly referential film , and an audacious return to form that can comfortably sit among jean-luc godard 's [[hardest]] work . ",0.006410002708435059,0.5658411383628845,1,0,1,47,"Successful"
"what was once original has been co-opted so frequently that it now seems [[pedestrian]] . ","what was once original has been co-opted so frequently that it now seems [[passerby]] . ",0.048578619956970215,0.9435861706733704,0,1,0,16,"Successful"
"the [[story]] and [[structure]] are well-honed . ","the [[annals]] and [[institution]] are well-honed . ",0.0944865345954895,0.505954384803772,1,0,1,69,"Successful"
"macdowell , whose wifty southern charm has anchored lighter affairs ... brings an [[absolutely]] [[riveting]] conviction to her role . ","macdowell , whose wifty southern charm has anchored lighter affairs ... brings an [[altogether]] [[baffling]] conviction to her role . ",8.666515350341797e-05,0.14452272653579712,1,1,1,80,"Failed"
"an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in [[execution]] . ","an intriguing cinematic omnibus and round-robin that occasionally is more interesting in concept than in [[executing]] . ",0.04186522960662842,0.5713549852371216,1,0,1,50,"Successful"
"the second coming of harry [[potter]] is a film far [[superior]] to its [[predecessor]] . ","the second coming of harry [[wear]] is a film far [[senior]] to its [[ancestor]] . ",0.0035546422004699707,0.6351567506790161,1,0,1,64,"Successful"
"if you can stomach the rough content , it 's [[worth]] checking out for the [[performances]] alone . ","if you can stomach the rough content , it 's [[actionable]] checking out for the [[spectacle]] alone . ",0.2620117664337158,0.6682677268981934,1,0,1,34,"Successful"
"a warm , [[funny]] , [[engaging]] film . ","a warm , [[distracting]] , [[hire]] film . ",1.0728836059570312e-06,0.03495234251022339,1,1,1,80,"Failed"
"i 'll bet the video game is a lot more fun than the film . ","i 'll bet the video game is a lot more fun than the film . ",0.7955571413040161,0.7955571413040161,1,1,0,1,"Skipped"
"the [[best]] film about baseball to hit theaters since field of dreams . ","the [[preferable]] film about baseball to hit theaters since field of dreams . ",0.0001843571662902832,0.7226272821426392,1,0,1,49,"Successful"
"it is great summer fun to watch arnold and his buddy gerald [[bounce]] off a [[quirky]] cast of characters . ","it is great summer fun to watch arnold and his buddy gerald [[jumps]] off a [[screwy]] cast of characters . ",0.0006654858589172363,0.42841559648513794,1,1,1,80,"Failed"
"complete [[lack]] of originality , cleverness or even visible effort ","complete [[rarity]] of originality , cleverness or even visible effort ",0.0007532835006713867,0.8785893321037292,0,1,0,60,"Successful"
"[[awesome]] creatures , [[breathtaking]] scenery , and epic battle scenes add up to another ` [[spectacular]] spectacle . ' ","[[formidable]] creatures , [[whopping]] scenery , and epic battle scenes add up to another ` [[dramatic]] spectacle . ' ",3.7670135498046875e-05,0.0020881295204162598,1,1,1,80,"Failed"
"all-in-all , the film is an [[enjoyable]] and frankly told [[tale]] of a people who live among us , but not [[necessarily]] with us . ","all-in-all , the film is an [[palatable]] and frankly told [[conte]] of a people who live among us , but not [[continuously]] with us . ",0.002847433090209961,0.480435311794281,1,1,1,80,"Failed"
"hit and [[miss]] as far as the comedy goes and a big ole ' miss in the way of story . ","hit and [[fraulein]] as far as the comedy goes and a big ole ' miss in the way of story . ",0.10734587907791138,0.6594170331954956,0,1,0,56,"Successful"
"too [[much]] of it [[feels]] unfocused and [[underdeveloped]] . ","too [[sizable]] of it [[scent]] unfocused and [[unexplored]] . ",9.298324584960938e-05,0.10733276605606079,0,0,0,62,"Failed"
"a deep and [[meaningful]] [[film]] . ","a deep and [[cannot]] [[cameraman]] . ",0.00010025501251220703,0.9846534729003906,1,0,1,80,"Successful"
"but it could have been [[worse]] . ","but it could have been [[toughest]] . ",0.023261666297912598,0.9622594118118286,0,1,0,33,"Successful"
"that 's pure pr hype . ","that 's pure pr hype . ",0.8863090872764587,0.8863090872764587,1,1,0,1,"Skipped"
"a painfully funny ode to bad behavior . ","a painfully funny ode to bad behavior . ",0.5384318828582764,0.5384318828582764,0,0,1,1,"Skipped"
"you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ","you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad treading desperately in a nasty sea , shed an errant tear . ",0.88829106092453,0.88829106092453,0,0,1,1,"Skipped"
"liotta put on 30 pounds for the role , and has completely [[transformed]] himself from his smooth , goodfellas image . ","liotta put on 30 pounds for the role , and has completely [[turned]] himself from his smooth , goodfellas image . ",0.11478185653686523,0.646694540977478,1,0,1,67,"Successful"
"a [[beguiling]] splash of pastel colors and prankish comedy from disney . ","a [[languid]] splash of pastel colors and prankish comedy from disney . ",0.005992889404296875,0.9887968897819519,1,0,1,46,"Successful"
"it proves quite [[compelling]] as an intense , brooding character study . ","it proves quite [[unconvincing]] as an intense , brooding character study . ",0.00018638372421264648,0.7928184270858765,1,0,1,42,"Successful"
"an [[unwise]] amalgam of broadcast news and vibes . ","an [[judicious]] amalgam of broadcast news and vibes . ",0.05231660604476929,0.9999570846557617,0,1,0,55,"Successful"
"utterly [[lacking]] in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ","utterly [[inadequacy]] in charm , wit and invention , roberto benigni 's pinocchio is an astonishingly bad film . ",4.7206878662109375e-05,0.516512930393219,0,1,0,64,"Successful"
"and that leaves a [[hole]] in the center of the salton sea . ","and that leaves a [[aperture]] in the center of the salton sea . ",0.19246196746826172,0.9911575317382812,0,1,0,37,"Successful"
"the chateau [[cleverly]] probes the cross-cultural differences between gauls and yanks . ","the chateau [[clumsily]] probes the cross-cultural differences between gauls and yanks . ",0.006345510482788086,0.9322625994682312,1,0,1,80,"Successful"
"broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ","broomfield turns his distinctive ` blundering ' style into something that could really help clear up the case . ",0.9519585371017456,0.9519585371017456,0,0,1,1,"Skipped"
"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ",0.7385091781616211,0.7385091781616211,0,0,1,1,"Skipped"
"what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a [[great]] adventure . ","what really makes it special is that it pulls us into its world , gives us a hero whose suffering and triumphs we can share , surrounds him with interesting characters and sends us out of the theater feeling we 've shared a [[gargantuan]] adventure . ",5.5670738220214844e-05,9.274482727050781e-05,1,1,1,80,"Failed"
"with the [[exception]] of some fleetingly amusing improvisations by cedric the [[entertainer]] as perry 's boss , there is n't a redeeming moment here . ","with the [[absolved]] of some fleetingly amusing improvisations by cedric the [[artistry]] as perry 's boss , there is n't a redeeming moment here . ",0.0001927018165588379,0.05103057622909546,0,0,0,80,"Failed"
"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets [[terrific]] performances from them all . ","having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets [[grandiose]] performances from them all . ",0.0017825961112976074,0.5996566414833069,1,0,1,70,"Successful"
"... a [[boring]] parade of talking heads and technical [[gibberish]] that will do little to advance the linux cause . ","... a [[annoy]] parade of talking heads and technical [[inscrutable]] that will do little to advance the linux cause . ",0.0001138448715209961,0.01217186450958252,0,0,0,80,"Failed"
"it 's of the quality of a lesser harrison ford movie - six days , seven nights , [[maybe]] , or that dreadful sabrina remake . ","it 's of the quality of a lesser harrison ford movie - six days , seven nights , [[conceivably]] , or that dreadful sabrina remake . ",0.2724897265434265,0.5431175231933594,0,1,0,79,"Successful"
"if you [[enjoy]] more thoughtful comedies with [[interesting]] conflicted characters ; this one is for you . ","if you [[have]] more thoughtful comedies with [[outlandish]] conflicted characters ; this one is for you . ",0.0021067261695861816,0.08833611011505127,1,1,1,80,"Failed"
"the most [[hopelessly]] [[monotonous]] [[film]] of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ","the most [[lethally]] [[bummer]] [[cinematic]] of the year , noteworthy only for the gimmick of being filmed as a single unbroken 87-minute take . ",0.004808306694030762,0.06059938669204712,0,0,0,80,"Failed"
"it [[deserves]] to be seen by anyone with even a passing interest in the events shaping the [[world]] beyond their own horizons . ","it [[deserve]] to be seen by anyone with even a passing interest in the events shaping the [[worldwide]] beyond their own horizons . ",0.027872920036315918,0.7861634492874146,1,0,1,40,"Successful"
"in an effort , i [[suspect]] , not to offend by appearing either too [[serious]] or too lighthearted , it offends by just being wishy-washy . ","in an effort , i [[accused]] , not to offend by appearing either too [[harsh]] or too lighthearted , it offends by just being wishy-washy . ",0.09717118740081787,0.2559189200401306,0,0,0,80,"Failed"
"no [[way]] i can believe this load of [[junk]] . ","no [[lane]] i can believe this load of [[dope]] . ",0.004477500915527344,0.3292689323425293,0,0,0,80,"Failed"
"there is a fabric of complex ideas here , and feelings that [[profoundly]] [[deepen]] them . ","there is a fabric of complex ideas here , and feelings that [[severely]] [[accentuate]] them . ",0.0002949833869934082,0.4269494414329529,1,1,1,80,"Failed"
"this tenth feature is a big deal , indeed -- at least the third-best , and [[maybe]] even a [[notch]] above the previous runner-up , nicholas meyer 's star [[trek]] [[vi]] : the undiscovered country . ","this tenth feature is a big deal , indeed -- at least the third-best , and [[admittedly]] even a [[cleft]] above the previous runner-up , nicholas meyer 's star [[trekking]] [[ninth]] : the undiscovered country . ",0.013582468032836914,0.1549917459487915,1,1,1,80,"Failed"
"not only unfunny , but downright [[repellent]] . ","not only unfunny , but downright [[shocking]] . ",0.35658663511276245,0.9378519654273987,0,1,0,37,"Successful"
"works [[hard]] to establish rounded characters , but then [[has]] nothing [[fresh]] or particularly interesting to say about them . ","works [[intensely]] to establish rounded characters , but then [[enjoy]] nothing [[soft]] or particularly interesting to say about them . ",0.00954127311706543,0.8530136346817017,0,1,0,48,"Successful"
"just one [[bad]] [[idea]] after another . ","just one [[adverse]] [[insights]] after another . ",0.0013022422790527344,0.9859086275100708,0,1,0,80,"Successful"
"... turns so unforgivably trite in its last 10 [[minutes]] that anyone without a fortified sweet tooth [[will]] [[likely]] [[go]] into sugar shock . ","... turns so unforgivably trite in its last 10 [[moments]] that anyone without a fortified sweet tooth [[longing]] [[maybe]] [[goes]] into sugar shock . ",0.001872241497039795,0.03611558675765991,0,0,0,80,"Failed"
"his comedy premises are often hackneyed or just [[plain]] [[crude]] , [[calculated]] to provoke shocked laughter , without following up on a deeper level . ","his comedy premises are often hackneyed or just [[unadulterated]] [[bruto]] , [[computed]] to provoke shocked laughter , without following up on a deeper level . ",0.012698173522949219,0.6117132902145386,0,1,0,71,"Successful"
"( næs ) directed the stage version of elling , and gets [[fine]] performances from his two leads who originated the characters on stage . ","( næs ) directed the stage version of elling , and gets [[okay]] performances from his two leads who originated the characters on stage . ",0.0009524226188659668,0.5996189117431641,1,0,1,66,"Successful"
"a swashbuckling [[tale]] of [[love]] , betrayal , revenge and above all , [[faith]] . ","a swashbuckling [[annals]] of [[honey]] , betrayal , revenge and above all , [[dogma]] . ",0.000500798225402832,0.031246721744537354,1,1,1,80,"Failed"
"for movie [[lovers]] as well as opera lovers , tosca is a [[real]] treat . ","for movie [[groupies]] as well as opera lovers , tosca is a [[concrete]] treat . ",0.00015604496002197266,0.9268143177032471,1,0,1,61,"Successful"
"the [[film]] is [[quiet]] , threatening and [[unforgettable]] . ","the [[footage]] is [[appease]] , threatening and [[significant]] . ",0.0017892122268676758,0.6708544492721558,1,0,1,80,"Successful"
"there is no [[pleasure]] in watching a child suffer . ","there is no [[placing]] in watching a child suffer . ",0.022928893566131592,0.09101885557174683,0,0,0,80,"Failed"
